Movie,ProductionBudget,DomesticGross,WorldwideGross
3,7200000,59774,295492
Juno,7000000,143495265,231450102
The Godfather,7000000,134966411,268500000
Magic Mike,7000000,113721571,170549753
Flashdance,7000000,90463574,201463574
I Can Only Imagine,7000000,83482352,85783567
Earthquake,7000000,79700000,79700000
Who's Your Caddy?,7000000,5694308,5694308
March or Die,7000000,1000000,1000000
Mother and Child,7000000,1110509,6537179
Losin' It,7000000,1246141,1246141
I Hope They Serve Beer in Hell,7000000,1429299,1429453
The Kid,7000000,1508593,1593173
The Christmas Candle,7000000,1632000,1933829
Factory Girl,7000000,1661464,1661464
We Need to Talk About Kevin,7000000,1738692,10765283
Somewhere,7000000,1785645,17023121
The Mighty Macs,7000000,1891936,1891936
Assassination Nation,7000000,2005142,2852759
Auto Focus,7000000,2062066,2703821
A Dog of Flanders,7000000,2165637,2165637
Redbelt,7000000,2344847,2667084
Veer-Zaara,7000000,2938532,7017859
American Anthem,7000000,3571624,3571624
Dark Angel,7000000,4372561,4372561
The Other Side of Heaven,7000000,4720371,4720371
Nikita,7000000,5017971,5017971
Les Visiteurs,7000000,659000,98754000
Freeheld,7000000,546201,1732228
Dom Hemingway,7000000,523511,1857458
Z Storm,7000000,0,2053330
Alpha & Omega: The Legend of the Saw Tooth Cave,7000000,0,0
Stargate - The Ark of Truth,7000000,0,0
The Kings of Appletown,7000000,0,0
High School Musical 2,7000000,0,0
The Invisible Man,7000000,64914050,134791115
Criminal Activities,7000000,0,386744
Twixt,7000000,0,1268346
Geroy,7000000,0,1545121
Oddball,7000000,0,10237229
The Extra Man,7000000,453377,492108
Snezhnaya koroleva,7000000,0,15193977
The Boondock Saints,7000000,30471,411874
Trudno byt bogom,7000000,31443,41038
Cah,7000000,46488,46488
The Heart of Me,7000000,196067,531222
Wah-Wah,7000000,234750,463039
Gerry,7000000,254683,719699
Hesher,7000000,382946,382946
Split Second,7000000,5430822,5430822
Chairman of the Board,7000000,306715,306715
Rabbit-Proof Fence,7000000,6199600,16866928
The Great Gatsby,7000000,26533200,26533200
Kingdom Come,7000000,23247539,23393939
My Dog Skip,7000000,34099640,35795319
Fargo,7000000,24567751,51204567
Gifted,7000000,24801212,36964656
Logan's Run,7000000,25000000,25000000
Desperado,7000000,25532388,25532388
The Descent,7000000,26024456,57051053
Fantasy Island,7000000,26441782,53228676
Capote,7000000,28750530,49924079
Action Jackson,7000000,20257000,20257000
Good Night and Good Luck,7000000,31501218,56586901
Definitely Maybe,7000000,32241649,55617866
Darkness Falls,7000000,32539681,47289758
Five Feet Apart,7000000,45729221,91513111
Pee Wee's Big Adventure,7000000,40940662,40940662
The Piano,7000000,40157856,40207064
Jumping the Broom,7000000,37295394,38158601
Bride & Prejudice,7000000,6601079,25269040
The Man with the Golden Gun,7000000,21000000,97600000
Live and Let Die,7000000,35400000,161800000
Breathless,7000000,19910002,19910002
Silver Bullet,7000000,10803211,10803211
Outside Providence,7000000,7309628,7824358
Cyrus,7000000,7468936,10062896
The Last Temptation of Christ,7000000,8373585,8373585
Warlock,7000000,8824553,8824553
A Single Man,7000000,9176000,28142379
Michael Jordan to the MAX,7000000,18642318,18642372
A Serious Man,7000000,9228788,30360570
House of the Dead,7000000,10199354,13860078
Get Low,7000000,9176933,10828305
House of 1000 Corpses,7000000,12634962,17005466
Buffy the Vampire Slayer,7000000,14231669,14231669
Beyond the Lights,7000000,14618727,14618727
Dope,7000000,17506470,18190831
BrightBurn,7000000,17259427,33183642
The Devil's Rejects,7000000,17044981,20940428
Devil's Due,7000000,15821461,36146087
In Too Deep,7000000,14026509,15471229
Flirting with Disaster,7000000,14853474,16149180
El Mariachi,7000,2040920,2041928
Cavite,7000,70071,71644
Primer,7000,424760,841926
The Mongol King,7000,900,900
Red 11,7000,0,0
Red Sparrow,69000000,46874505,145951861
Dinner for Schmucks,69000000,73026337,86796502
Despicable Me,69000000,251513985,543464573
The Insider,68000000,28965197,60265197
The Score,68000000,71069884,113542091
Hall Pass,68000000,45060734,87173475
The Twilight Saga: Eclipse,68000000,300531751,706102828
The Sum of All Fears,68000000,118471320,193500000
Ted 2,68000000,81476385,217214143
Downsizing,68000000,24449754,54462971
Mystery Men,68000000,29762011,33462011
Dreamcatcher,68000000,33685268,75685268
Money Train,68000000,35324232,77224232
I Love You â¦ Don't Touch Me!,68000,33598,33598
Pi,68000,3221152,4678513
King Kong,672000,10000000,10000650
Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730
Body of Lies,67500000,39394666,118556530
Doctor Seuss' The Lorax,67500000,214030500,350976753
The Last Legion,67000000,5932060,25357771
Last Man Standing,67000000,18115927,18115927
The New Mutants,67000000,23680495,44584556
The X Files: Fight the Future,66000000,83898313,189176423
Entrapment,66000000,87707396,211700000
Need for Speed,66000000,43568507,194169619
The Wretched,66000,1815440,4076740
20 Dates,66000,541636,602920
House of Wax,658000,23800000,23800000
That Way Madness Lies,650000,1447,1447
The Hadza: Last of the First,650000,0,0
After,650000,0,0
Hav Plenty,650000,2301777,2301777
Christian Mingle The Movie,650000,19836,28176
Escape from Tomorrow,650000,171962,171962
Hudson Hawk,65000000,17218916,17218916
Zathura,65000000,28045540,58545540
The Missing,65000000,26900336,38253433
Elektra,65000000,24409722,56824633
Astro Boy,65000000,19551067,41636243
I Frankenstein,65000000,19075290,74575290
Underwater,65000000,17291078,39194264
The Long Kiss Goodnight,65000000,33447612,33447612
Sin City: A Dame to Kill For,65000000,13757804,40650842
Live by Night,65000000,10378555,21774432
Lucky Numbers,65000000,10014234,10014234
Oliver Twist,65000000,2070920,26670920
Tian jiang xiong shi,65000000,74070,122519874
Air Strike,65000000,0,516279
Proof of Life,65000000,32598931,62761005
The Kid,65000000,69688384,69688384
Death Race,65000000,36316032,72516819
World Trade Center,65000000,70278893,163295654
Peteâs Dragon,65000000,76233151,137768975
Fight Club,65000000,37030102,100820947
Annie,65000000,85911262,139829625
Space Cowboys,65000000,90454043,128874043
The Mask of Zorro,65000000,93828745,233700000
Jumanji,65000000,100458310,262758310
Step Brothers,65000000,100468793,128468793
Due Date,65000000,100539043,211739043
Spy!,65000000,110825712,232585748
Unbroken,65000000,115637895,163527824
Youâve Got Mail,65000000,115821495,250800000
Total Recall,65000000,119394839,261400000
The Santa Clause 2,65000000,139225854,172825854
Les MisÃ©rables,65000000,148809770,438420442
Hotel Transylvania 3: Summer Vacation,65000000,167500092,527103195
The Matrix,65000000,173396389,465377200
Apollo 13,65000000,173772767,335802271
Ice Age,65000000,176387405,386116343
Lincoln,65000000,182207973,273346281
What Women Want,65000000,182805123,374105123
Saving Private Ryan,65000000,216335085,485035085
Broken Arrow,65000000,70645997,148345997
Cliffhanger,65000000,84049211,255000000
This Means War,65000000,54760791,156974557
Red Dawn,65000000,44806783,48164150
Mona Lisa Smile,65000000,63803100,141205169
Eyes Wide Shut,65000000,55691208,104264617
Focus,65000000,53862963,168065700
Blade: Trinity,65000000,52397389,131353165
The Dictator,65000000,59650222,180148897
We Are Marshall,65000000,43545364,43545364
Primary Colors,65000000,39017984,39017984
Resident Evil: Retribution,65000000,42345531,240647629
Everest,65000000,43482270,221297061
The Angry Birds Movie 2,65000000,41657076,152012772
Super Size Me,65000,11529368,22233808
Starsuckers,640000,0,14812
Little Man,64000000,58636047,101636047
Random Hearts,64000000,31054924,63200000
Perfume: The Story of a Murderer,63700000,2223293,133603463
Jurassic Park,63000000,402523348,1045573035
Austin Powers in Goldmember,63000000,213117789,296338663
Hop,63000000,108085305,188657593
American Assassin,63000000,36249674,68310140
Wyatt Earp,63000000,25052000,25052000
Treachery,625000,0,0
The Hateful Eight,62000000,54117416,152616451
Clear and Present Danger,62000000,122012656,207500000
U-571,62000000,77086030,127630030
The American President,62000000,60022813,107822813
The Love Guru,62000000,32235793,40159017
3000 Miles to Graceland,62000000,15738632,18708848
A Dogâs Way Home,61000000,41952715,81152505
Gone Girl,61000000,167767189,368567189
Blades of Glory,61000000,118594548,145594548
2 Guns,61000000,75612460,132493015
Maze Runner: The Death Cure,61000000,58032443,265878536
Maze Runner: The Scorch Trials,61000000,81697192,310566162
Top Hat,609000,1782000,3202000
Arnolds Park,600000,23616,23616
The Blair Witch Project,600000,140539099,248300000
Drunk Wedding,600000,3301,3301
Woodstock,600000,34505110,34698275
The Kentucky Fried Movie,600000,15000000,20000000
Per qualche dollaro in piÃ¹,600000,4300000,4300000
Mercy Streets,600000,173599,173599
Water & Power,600000,42557,42557
Broken Vessels,600000,15030,85343
Light from the Darkroom,600000,0,0
The Maid's Room,600000,0,0
Crop Circles: Quest for Truth,600000,0,0
Irreplaceable,600000,0,0
They Will Have to Kill Us First,600000,0,7943
Mei Ren Yu,60720000,3229457,525018479
Dragonfly,60000000,30063805,30317425
The Avengers,60000000,23385416,48585416
Dark Water,60000000,25473093,49473093
Sinbad: Legend of the Seven Seas,60000000,26483452,80767884
Event Horizon,60000000,26673242,26673366
XXX: State of the Union,60000000,26873932,71073932
Garfield: A Tail of Two Kitties,60000000,28426747,147985373
Priest,60000000,29136626,84154026
The Mortal Instruments: City of Bones,60000000,31165421,75965567
The Legend of Bagger Vance,60000000,30695227,39235486
The Soloist,60000000,31853584,38522450
Analyze That,60000000,32122249,54994757
Cold Pursuit,60000000,32138862,62599159
Almost Famous,60000000,32522352,47371191
The Relic,60000000,33956608,33956608
EDtv,60000000,22508689,35319689
Mercury Rising,60000000,32983332,32983332
Mortdecai,60000000,7696134,30396134
The Spirit,60000000,19806188,39006188
The Last Castle,60000000,18208078,20541668
Trouble with the Curve,60000000,35763137,47818913
The Ridiculous 6,60000000,0,0
Monster Hunter,60000000,0,0
The Informer,60000000,187405,2256281
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503
Beyond Borders,60000000,4426297,11427090
In the Name of the King: A Dungeon Siege Tale,60000000,4775656,13233220
Rock Dog,60000000,9420546,24148488
The Great Raid,60000000,10166502,10597070
Meet Dave,60000000,11803254,50648806
Holy Man,60000000,12069719,12069719
Winterâs Tale,60000000,12600231,29575033
Flyboys,60000000,13090630,14816379
Supernova,60000000,14218868,14816494
Inkheart,60000000,17303424,66655938
Intolerable Cruelty,60000000,35327628,121327628
The Black Dahlia,60000000,22672813,49238525
The Sentinel,60000000,36280697,78080697
Daddy Day Care,60000000,104148781,164285587
The Scorpion King,60000000,90580000,165890634
Antz,60000000,90757863,152457863
Two Weeks Notice,60000000,93354918,199043309
Cats & Dogs,60000000,93375151,200700000
Collateral,60000000,100170152,217602967
The Prince of Egypt,60000000,101413188,218613188
The General\'s Daughter,60000000,102705852,149705852
The Italian Job,60000000,106126012,176262839
300,60000000,210614939,454161935
Goldeneye,60000000,106429941,356429941
Couples Retreat,60000000,109205660,172450423
The Bourne Identity,60000000,121468960,214357371
Sully,60000000,125070033,238524556
The Truman Show,60000000,125618201,264118201
The Green Mile,60000000,136801374,290701374
Marley & Me,60000000,143153751,247812011
Red,60000000,90380162,196439693
Rules of Engagement,60000000,61322858,71719931
Days of Thunder,60000000,82670733,157670733
Cheaper by the Dozen 2,60000000,82571173,135015330
The Happening,60000000,64506874,162778384
Kangaroo Jack,60000000,66723216,90558582
My Favorite Martian,60000000,36850101,36850101
Michael Jackson's This Is It,60000000,72091016,252091016
Deep Blue Sea,60000000,73648228,165048228
Ladder 49,60000000,74541707,102332848
Coraline,60000000,75286229,126037057
The Shaggy Dog,60000000,61123569,87123569
The Horse Whisperer,60000000,75383563,186883563
Any Given Sunday,60000000,75530832,100230832
Contagion,60000000,75658097,137551594
The Family Man,60000000,75764085,124715863
Man on Fire,60000000,77906816,130968579
Jack Reacher,60000000,80070736,217370736
Eat Pray Love,60000000,80574010,206598789
Wild Hogs,60000000,168213584,253555383
Starsky & Hutch,60000000,88200225,170200225
The Lego Movie,60000000,257784718,468084718
Edge of Darkness,60000000,43313890,82812456
Alien: Resurrection,60000000,47795018,160700000
Shooter,60000000,47003582,95538560
Practical Magic,60000000,46850558,68336997
Gangster Squad,60000000,46000903,104100903
Smurfs: The Lost Village,60000000,45020282,197578586
First Man,60000000,44936545,105703325
Year One,60000000,43337279,57604723
Star Trek: Nemesis,60000000,43254409,67312826
Miss Congeniality 2: Armed and Fabulous,60000000,48478006,101292343
Reign of Fire,60000000,43061982,82150183
Planet 51,60000000,42194060,108996113
Duplicity,60000000,40572825,81079566
Meet the Fockers,60000000,279167575,516567575
Righteous Kill,60000000,40081410,78481410
Invictus,60000000,37491364,124514011
State of Play,60000000,37017955,88832210
Vice,60000000,47836282,70893782
London Has Fallen,60000000,62524260,195194085
Under Siege 2: Dark Territory,60000000,50024083,104324083
Paycheck,60000000,53789313,98819789
Jack Ryan: Shadow Recruit,60000000,50577412,131377412
Jack Reacher: Never Go Back,60000000,58697076,159946489
Hellboy,60000000,59623958,99823958
Jingle All the Way,60000000,60592389,129832389
U.S. Marshals,60000000,57833603,57833603
A Civil Action,60000000,56709981,56709981
Joy,60000000,56451232,101134059
ParaNorman,60000000,56003051,108119662
The Jackal,60000000,54956941,159356941
Baywatch,60000000,58060186,175863783
Up Close & Personal,60000000,51045801,100645801
The Tuxedo,60000000,50586000,104429625
The Tale of Despereaux,60000000,50877145,90482317
The Boxtrolls,60000000,50837305,111898741
The Dark Tower,60000000,50701325,113461527
Supporting Characters,60000,4917,4917
Turbo Kid,60000,0,0
Hayride,60000,0,0
The Brain That Wouldn't Die,60000,0,0
The FP,60000,0,0
House at the End of the Street,6900000,31611916,44103982
Dazed and Confused,6900000,7950889,7950889
Pale Rider,6900000,41410568,41410568
Two Lovers and a Bear,6840000,0,22273
Incendies,6800000,6857096,16038343
AimÃ©e & Jaguar,6800000,927107,927107
The Chumscrubber,6800000,49526,49526
Shade,6800000,25032,9533964
Bran Nue Dae,6750000,113568,6812530
Remember Me My Love,6700000,223878,223878
Perrierâs Bounty,6600000,828,828
Tropa de Elite,6537890,8744,14319195
Boyz n the Hood,6500000,56190094,56215095
Annabelle,6500000,84273813,256862920
Hannah Montana and Miley Cyrus: Best of Both Wo…,6500000,65281781,70712099
Bats,6500000,10155691,10155691
La Bamba,6500000,54215416,54215416
The Four Seasons,6500000,42488161,42488161
Aberdeen,6500000,64148,64148
A Home at the End of the World,6500000,1029017,1038228
The Work and the Glory: American Zion,6500000,2025032,2025032
The East,6500000,2274649,3027956
Layer Cake,6500000,2339957,11745931
Shame,6500000,4002293,20412841
Nowhere in Africa,6500000,6173485,6568446
Same Kind of Different as Me,6500000,6423605,6423605
The Andromeda Strain,6500000,12376563,12376563
Friends with Money,6500000,13368437,18110152
Go!,6500000,16875273,28383441
My Little Pony: The Movie,6500000,21885107,61294644
The Adventures of Huck Finn,6500000,24103594,24103594
Countdown,6500000,25621766,42220029
Dressed to Kill,6500000,31899000,31899000
Tracker,6500000,0,3149
The Messenger,6500000,1109660,1744952
Adopte un veuf,6400000,0,9394401
The Damned United,6400000,449865,4199874
Control,6400000,871577,8902141
Personal Shopper,6400000,1305195,3804977
Good Bye Lenin!,6400000,4063859,79384539
The Terminator,6400000,38019031,78019031
Trener,6250000,0,13201162
Die FÃ¤lscher,6250000,5488570,20199663
Gomorra,6200000,1579146,37339594
Return of the Living Dead Part II,6200000,9205924,9205924
Ordinary People,6200000,52302978,52302978
The Peanut Butter Falcon,6200000,20457158,23130066
Brice de Nice,6100000,0,34631405
Mallrats,6100000,2108367,2108367
Grease,6000000,181813770,387483897
Platoon,6000000,137963328,137978395
An Officer and a Gentleman,6000000,129795554,129795554
Fahrenheit 9/11,6000000,119114517,221148959
Butch Cassidy and the Sundance Kid,6000000,102308900,102310711
Mary Poppins,6000000,102272145,102296085
